#  Time[s]  	bnd_inflow[Q [m3/s]] 	bnd_inflow[Qsed tot [m3/s]] 	bnd_inflow[Qsed d=7 mm [m3/s]] 	bnd_inflow[Qsed d=20 mm [m3/s]] 	bnd_inflow[Qsed d=33 mm [m3/s]] 	bnd_inflow[Qsed d=46 mm [m3/s]] 	bnd_inflow[Qsed d=59 mm [m3/s]] 	bnd_outflow[Q [m3/s]] 	bnd_outflow[Qsed tot [m3/s]] 	bnd_outflow[Qsed d=7 mm [m3/s]] 	bnd_outflow[Qsed d=20 mm [m3/s]] 	bnd_outflow[Qsed d=33 mm [m3/s]] 	bnd_outflow[Qsed d=46 mm [m3/s]] 	bnd_outflow[Qsed d=59 mm [m3/s]] 	bnd_inflow_sed[Q [m3/s]] 	bnd_inflow_sed[Qsed tot [m3/s]] 	bnd_inflow_sed[Qsed d=7 mm [m3/s]] 	bnd_inflow_sed[Qsed d=20 mm [m3/s]] 	bnd_inflow_sed[Qsed d=33 mm [m3/s]] 	bnd_inflow_sed[Qsed d=46 mm [m3/s]] 	bnd_inflow_sed[Qsed d=59 mm [m3/s]] 	
290000 	       52.352217 	               0 	               0 	               0 	               0 	               0 	               0 	       52.609025 	   0.00058153174 	   0.00040384003 	    0.0001291158 	   3.3270969e-05 	   1.2263506e-05 	   3.0414286e-06 	               0 	   -0.0075688543 	   -0.0035957813 	    -0.001694337 	  -0.00077952654 	   -0.0008505095 	  -0.00064870003
291000 	       53.561271 	               0 	               0 	               0 	               0 	               0 	               0 	       53.048689 	    0.0017960654 	    0.0012984001 	   0.00037416739 	   8.6068037e-05 	   2.7876865e-05 	   9.5530849e-06 	               0 	   -0.0076806733 	   -0.0036411926 	   -0.0017174391 	   -0.0007920157 	  -0.00086665989 	  -0.00066336603
292000 	        52.63842 	               0 	               0 	               0 	               0 	               0 	               0 	       53.367708 	   3.0561961e-06 	    1.988904e-06 	   9.4442647e-07 	   8.0446554e-08 	   3.5480573e-08 	   6.9384105e-09 	               0 	   -0.0076176069 	   -0.0036142864 	   -0.0017040829 	  -0.00078513253 	  -0.00085815207 	  -0.00065595299
293000 	       50.862778 	               0 	               0 	               0 	               0 	               0 	               0 	       51.587653 	   0.00022190156 	   0.00015611712 	   4.8051708e-05 	    1.222076e-05 	   4.7807977e-06 	   7.3117397e-07 	               0 	   -0.0075044606 	   -0.0035645422 	    -0.001679748 	  -0.00077296528 	  -0.00084357202 	  -0.00064363319
294000 	       50.332103 	               0 	               0 	               0 	               0 	               0 	               0 	       50.624541 	   0.00025314208 	   0.00017757214 	   5.6263445e-05 	   1.3882961e-05 	   4.6416456e-06 	   7.8189352e-07 	               0 	   -0.0074756469 	   -0.0035512326 	   -0.0016733887 	  -0.00076994634 	  -0.00084015713 	  -0.00064092207
295000 	       50.116239 	               0 	               0 	               0 	               0 	               0 	               0 	       50.242731 	   0.00018099233 	   0.00013085765 	   3.7909504e-05 	   9.0892684e-06 	   2.7639103e-06 	   3.7199915e-07 	               0 	    -0.007466067 	   -0.0035461697 	   -0.0016711134 	  -0.00076902174 	  -0.00083931801 	  -0.00064044419
296000 	       50.033055 	               0 	               0 	               0 	               0 	               0 	               0 	       50.147853 	   0.00013405045 	   9.7752571e-05 	   2.7806753e-05 	   6.4538758e-06 	   1.8273738e-06 	   2.0987727e-07 	               0 	   -0.0074620439 	   -0.0035454597 	   -0.0016705154 	  -0.00076845773 	  -0.00083830784 	  -0.00063930324
297000 	       49.628629 	               0 	               0 	               0 	               0 	               0 	               0 	       49.861826 	   0.00012681847 	   9.2755277e-05 	   2.6614675e-05 	   5.8214929e-06 	   1.4575689e-06 	   1.6945527e-07 	               0 	   -0.0074302842 	   -0.0035316763 	   -0.0016637299 	     -0.00076502 	  -0.00083413184 	  -0.00063572626
298000 	       48.962043 	               0 	               0 	               0 	               0 	               0 	               0 	       49.234825 	   0.00047776139 	   0.00034293753 	   0.00010211859 	   2.3901785e-05 	   7.2648021e-06 	    1.538687e-06 	               0 	   -0.0073694938 	     -0.00350616 	   -0.0016509599 	  -0.00075833193 	  -0.00082573622 	  -0.00062830569
299000 	       48.346749 	               0 	               0 	               0 	               0 	               0 	               0 	       48.641403 	   5.1474695e-06 	   3.4414879e-06 	   1.5254485e-06 	   1.3503163e-07 	   3.4595559e-08 	   1.0905905e-08 	               0 	   -0.0073203767 	    -0.003483867 	   -0.0016402193 	  -0.00075313652 	  -0.00081973154 	  -0.00062342231
300000 	       48.082856 	               0 	               0 	               0 	               0 	               0 	               0 	       48.193904 	   0.00011696682 	   8.5984448e-05 	   2.4724817e-05 	   5.0832445e-06 	   1.0608495e-06 	   1.1346027e-07 	               0 	   -0.0072834816 	   -0.0034686815 	   -0.0016325443 	   -0.0007490395 	   -0.0008144962 	  -0.00061872014
301000 	       47.712865 	               0 	               0 	               0 	               0 	               0 	               0 	       48.038292 	   0.00014415477 	   0.00010561026 	   3.0092738e-05 	   6.6455768e-06 	   1.6337316e-06 	   1.7246552e-07 	               0 	   -0.0072496284 	   -0.0034539244 	   -0.0016252944 	  -0.00074538276 	  -0.00081007511 	  -0.00061495181
302000 	       46.727856 	               0 	               0 	               0 	               0 	               0 	               0 	       47.069508 	   0.00022327289 	   0.00016291441 	   4.6969903e-05 	   1.0352357e-05 	   2.6974958e-06 	   3.3873065e-07 	               0 	   -0.0072029333 	   -0.0034329026 	   -0.0016151265 	  -0.00074042193 	  -0.00080428659 	  -0.00061019568
303000 	       46.894218 	               0 	               0 	               0 	               0 	               0 	               0 	        46.77449 	    0.0012007091 	   0.00087742322 	    0.0002561809 	   4.8161922e-05 	   1.5359736e-05 	    3.583298e-06 	               0 	   -0.0071963844 	   -0.0034310447 	   -0.0016139748 	  -0.00073959003 	  -0.00080296818 	   -0.0006088068
304000 	       46.470559 	               0 	               0 	               0 	               0 	               0 	               0 	       46.936681 	   0.00011395827 	   8.4909952e-05 	   2.3309755e-05 	    4.764406e-06 	   8.9363934e-07 	   8.0519577e-08 	               0 	   -0.0071497629 	   -0.0034113244 	   -0.0016041416 	  -0.00073447828 	   -0.0007965994 	  -0.00060321924
305000 	       44.395032 	               0 	               0 	               0 	               0 	               0 	               0 	        44.92438 	   0.00023834922 	   0.00017641529 	   5.0269875e-05 	   9.3450333e-06 	   2.0761096e-06 	   2.4291487e-07 	               0 	   -0.0069911387 	   -0.0033414544 	   -0.0015699866 	  -0.00071743195 	  -0.00077621924 	  -0.00058604657
306000 	       46.411182 	               0 	               0 	               0 	               0 	               0 	               0 	        45.63601 	   0.00023775998 	   0.00017345943 	   5.1000662e-05 	   1.0535788e-05 	   2.4823163e-06 	   2.8178361e-07 	               0 	   -0.0071370422 	   -0.0034063778 	   -0.0016015676 	  -0.00073302915 	  -0.00079465998 	  -0.00060140778
307000 	       46.472566 	               0 	               0 	               0 	               0 	               0 	               0 	       46.572711 	   0.00042637368 	   0.00031419662 	   8.8787193e-05 	   1.7759597e-05 	   4.7914811e-06 	   8.3878596e-07 	               0 	   -0.0071120723 	   -0.0033973792 	   -0.0015966931 	  -0.00073009507 	  -0.00079052236 	  -0.00059738258
308000 	        45.61276 	               0 	               0 	               0 	               0 	               0 	               0 	       46.023079 	   0.00016721703 	   0.00012319758 	   3.4979093e-05 	   7.2867667e-06 	   1.5992522e-06 	   1.5433549e-07 	               0 	   -0.0070478098 	   -0.0033687966 	   -0.0015827863 	  -0.00072322354 	   -0.0007823943 	    -0.000590609
309000 	       46.284284 	               0 	               0 	               0 	               0 	               0 	               0 	       45.931351 	   0.00028708061 	   0.00021116177 	   5.9713749e-05 	   1.2629691e-05 	    3.159842e-06 	   4.1555564e-07 	               0 	   -0.0070972568 	   -0.0033911372 	   -0.0015935742 	  -0.00072846724 	  -0.00078848689 	  -0.00059559126
310000 	       45.345607 	               0 	               0 	               0 	               0 	               0 	               0 	       46.040478 	    0.0013167819 	   0.00098162543 	   0.00027072237 	   4.6745894e-05 	   1.4643618e-05 	   3.0446202e-06 	               0 	   -0.0070439062 	   -0.0033684771 	   -0.0015822967 	  -0.00072262805 	  -0.00078124205 	  -0.00058926221
311000 	       45.963343 	               0 	               0 	               0 	               0 	               0 	               0 	       45.645873 	   0.00011301462 	   8.3898759e-05 	   2.3443319e-05 	   4.7310058e-06 	   8.6963684e-07 	   7.1902711e-08 	               0 	   -0.0070575371 	   -0.0033750941 	   -0.0015853855 	  -0.00072401595 	   -0.0007827085 	    -0.000590333
312000 	       45.052703 	               0 	               0 	               0 	               0 	               0 	               0 	       45.492526 	   6.3819402e-07 	   4.2712289e-07 	    1.890701e-07 	   1.6352188e-08 	   4.2755968e-09 	   1.3732479e-09 	               0 	   -0.0069813945 	   -0.0033418047 	   -0.0015690517 	  -0.00071580085 	  -0.00077280945 	  -0.00058192786
313000 	       42.830695 	               0 	               0 	               0 	               0 	               0 	               0 	       43.976766 	   0.00061320669 	   0.00045515579 	   0.00012643474 	   2.4198297e-05 	   6.4443465e-06 	    9.735131e-07 	               0 	   -0.0068541357 	   -0.0032836664 	    -0.001541126 	  -0.00070238539 	  -0.00075742738 	  -0.00056953051
314000 	       44.929164 	               0 	               0 	               0 	               0 	               0 	               0 	       43.563533 	   0.00018650631 	   0.00013897775 	   3.8424642e-05 	   7.4819915e-06 	   1.4892117e-06 	   1.3271761e-07 	               0 	   -0.0069370491 	   -0.0033243181 	   -0.0015600139 	  -0.00071077612 	  -0.00076616032 	  -0.00057578059
315000 	       46.227318 	               0 	               0 	               0 	               0 	               0 	               0 	        46.33595 	     0.000648662 	   0.00048411849 	   0.00013301768 	   2.3757985e-05 	   6.6040201e-06 	   1.1638302e-06 	               0 	   -0.0069859447 	   -0.0033496317 	   -0.0015714871 	  -0.00071555451 	  -0.00077068697 	  -0.00057858439
316000 	       44.156998 	               0 	               0 	               0 	               0 	               0 	               0 	       45.050783 	   0.00060871162 	   0.00044321245 	     0.000130194 	    2.688228e-05 	   7.1830176e-06 	   1.2398716e-06 	               0 	   -0.0068607951 	   -0.0032923617 	   -0.0015439996 	  -0.00070237266 	    -0.000755604 	  -0.00056645711
317000 	       44.874743 	               0 	               0 	               0 	               0 	               0 	               0 	        44.13886 	   7.0670646e-07 	   4.7444366e-07 	   2.0801712e-07 	   1.8077345e-08 	    4.663369e-09 	   1.5049646e-09 	               0 	   -0.0068699965 	   -0.0032982705 	    -0.001546444 	   -0.0007031265 	  -0.00075592332 	  -0.00056623217
318000 	       42.663669 	               0 	               0 	               0 	               0 	               0 	               0 	       43.845772 	    6.134269e-07 	   4.1174656e-07 	   1.8066369e-07 	   1.5651187e-08 	   4.0533336e-09 	   1.3121391e-09 	               0 	   -0.0067350382 	   -0.0032376754 	   -0.0015170913 	  -0.00068876309 	  -0.00073911698 	  -0.00055239142
319000 	       43.065858 	               0 	               0 	               0 	               0 	               0 	               0 	       42.901535 	   0.00019467972 	    0.0001490121 	   3.8298981e-05 	   6.1083272e-06 	   1.1363862e-06 	   1.2393022e-07 	               0 	   -0.0067434632 	   -0.0032421579 	    -0.001519098 	  -0.00068957074 	  -0.00073984068 	  -0.00055279592
320000 	       43.326197 	               0 	               0 	               0 	               0 	               0 	               0 	       43.192194 	   0.00011206145 	   8.3830731e-05 	    2.301911e-05 	    4.409868e-06 	    7.196554e-07 	   8.2087518e-08 	               0 	   -0.0067677153 	   -0.0032545495 	   -0.0015247467 	  -0.00069196069 	  -0.00074216192 	  -0.00055429651
321000 	       40.110965 	               0 	               0 	               0 	               0 	               0 	               0 	       40.729882 	   8.3228066e-07 	   5.7939164e-07 	   2.2059023e-07 	   2.6556985e-08 	   4.3493988e-09 	   1.3924109e-09 	               0 	   -0.0066217979 	   -0.0031839835 	   -0.0014917528 	  -0.00067707299 	   -0.0007263397 	  -0.00054264894
322000 	       42.476933 	               0 	               0 	               0 	               0 	               0 	               0 	       41.221067 	   0.00017160872 	   0.00013015275 	   3.4398119e-05 	   5.7667467e-06 	   1.1021583e-06 	   1.8894989e-07 	               0 	     -0.00672583 	   -0.0032335066 	     -0.00151508 	  -0.00068778741 	  -0.00073798627 	  -0.00055146971
323000 	       45.053497 	               0 	               0 	               0 	               0 	               0 	               0 	       45.162472 	   0.00013248111 	   9.7895211e-05 	   2.7936349e-05 	   5.4275863e-06 	   1.0774981e-06 	   1.4446775e-07 	               0 	   -0.0068505998 	    -0.003293377 	   -0.0015431755 	  -0.00070057705 	  -0.00075173331 	  -0.00056173689
324000 	       42.064458 	               0 	               0 	               0 	               0 	               0 	               0 	       43.329236 	   0.00041354461 	   0.00030926953 	    8.489883e-05 	   1.4825961e-05 	   3.7783926e-06 	   7.7190207e-07 	               0 	   -0.0066973113 	   -0.0032221018 	   -0.0015092255 	  -0.00068457379 	  -0.00073378369 	  -0.00054762654
325000 	       41.687219 	               0 	               0 	               0 	               0 	               0 	               0 	       41.834843 	   0.00011398495 	   8.4601598e-05 	   2.3728121e-05 	   4.7563012e-06 	   8.3384965e-07 	   6.5080539e-08 	               0 	    -0.006651926 	   -0.0032018543 	   -0.0014993863 	  -0.00067972648 	  -0.00072807128 	  -0.00054288773
326000 	       41.193841 	               0 	               0 	               0 	               0 	               0 	               0 	       41.481614 	    0.0021596451 	    0.0016383984 	   0.00042727357 	   6.6618076e-05 	   2.1241603e-05 	    6.113396e-06 	               0 	   -0.0066119234 	   -0.0031849151 	   -0.0014909391 	  -0.00067533809 	  -0.00072261438 	  -0.00053811675
327000 	       40.321867 	               0 	               0 	               0 	               0 	               0 	               0 	        40.77427 	   9.3039971e-05 	   7.0027386e-05 	   1.8951222e-05 	   3.5138315e-06 	   5.0008331e-07 	   4.7448248e-08 	               0 	   -0.0065540707 	   -0.0031593681 	   -0.0014784616 	  -0.00066912508 	  -0.00071521045 	   -0.0005319054
328000 	       39.469894 	               0 	               0 	               0 	               0 	               0 	               0 	       39.925531 	   0.00044627223 	   0.00033474658 	   9.0855066e-05 	   1.6318232e-05 	   3.8319057e-06 	   5.2045129e-07 	               0 	   -0.0065028669 	   -0.0031351135 	   -0.0014670102 	  -0.00066383636 	  -0.00070942223 	   -0.0005274847
329000 	       38.618342 	               0 	               0 	               0 	               0 	               0 	               0 	       39.001719 	   1.2800434e-07 	   8.7988952e-08 	   3.5337912e-08 	   3.6920645e-09 	   7.4523346e-10 	   2.4017394e-10 	               0 	   -0.0064379264 	   -0.0031061351 	   -0.0014529288 	  -0.00065690041 	  -0.00070125143 	  -0.00052071063
330000 	       37.767128 	               0 	               0 	               0 	               0 	               0 	               0 	       38.209223 	   9.4001157e-05 	   7.1390017e-05 	   1.8856213e-05 	   3.3215405e-06 	    4.092403e-07 	   2.4146874e-08 	               0 	   -0.0063716103 	       -0.003077 	   -0.0014386619 	  -0.00064975848 	  -0.00069269477 	  -0.00051349504
331000 	       37.859577 	               0 	               0 	               0 	               0 	               0 	               0 	       37.810424 	   8.5035924e-05 	     6.44606e-05 	   1.7153442e-05 	   3.0387525e-06 	   3.5940538e-07 	   2.3723996e-08 	               0 	   -0.0063647565 	   -0.0030747396 	   -0.0014373732 	  -0.00064892387 	  -0.00069146112 	  -0.00051225881
332000 	       37.844183 	               0 	               0 	               0 	               0 	               0 	               0 	       37.830029 	   0.00015871256 	   0.00012299996 	   3.0975463e-05 	   3.9515504e-06 	   7.0109398e-07 	   8.4487848e-08 	               0 	   -0.0063561183 	   -0.0030720106 	   -0.0014357784 	  -0.00064785631 	  -0.00068985032 	  -0.00051062266
333000 	       37.565936 	               0 	               0 	               0 	               0 	               0 	               0 	        37.78196 	   1.4808523e-07 	   1.0743848e-07 	   3.5087758e-08 	     4.73312e-09 	    6.267975e-10 	   1.9907614e-10 	               0 	   -0.0063271983 	    -0.003058952 	   -0.0014294689 	  -0.00064478678 	  -0.00068628305 	   -0.0005077076
334000 	       37.599277 	               0 	               0 	               0 	               0 	               0 	               0 	       37.663027 	   1.3872456e-07 	   9.9999694e-08 	   3.2127419e-08 	   5.8696986e-09 	   5.5307394e-10 	   1.7467268e-10 	               0 	   -0.0063272914 	   -0.0030593773 	   -0.0014295839 	  -0.00064474726 	   -0.0006861161 	  -0.00050746671
335000 	       37.587808 	               0 	               0 	               0 	               0 	               0 	               0 	       37.741473 	    2.733458e-07 	   2.0579975e-07 	   5.7817851e-08 	    8.528426e-09 	   9.1531291e-10 	   2.8446545e-10 	               0 	    -0.006316762 	   -0.0030553916 	   -0.0014274766 	  -0.00064353055 	  -0.00068445948 	  -0.00050590377
336000 	       36.766716 	               0 	               0 	               0 	               0 	               0 	               0 	       37.040842 	   0.00011535691 	    8.814431e-05 	   2.2856617e-05 	   3.8278349e-06 	   4.9624713e-07 	   3.1899435e-08 	               0 	   -0.0062607803 	   -0.0030300313 	   -0.0014152424 	  -0.00063759894 	  -0.00067759228 	  -0.00050031535
337000 	       36.582766 	               0 	               0 	               0 	               0 	               0 	               0 	         36.6588 	   0.00019972296 	   0.00015658694 	   3.7646902e-05 	   4.5052953e-06 	   8.8049731e-07 	    1.033192e-07 	               0 	   -0.0062834803 	   -0.0030381855 	   -0.0014196774 	  -0.00064027871 	   -0.0006813679 	  -0.00050397078
338000 	       36.398827 	               0 	               0 	               0 	               0 	               0 	               0 	       36.426042 	   0.00011568733 	   9.1216325e-05 	   2.1529188e-05 	    2.536954e-06 	   3.6829814e-07 	    3.656241e-08 	               0 	   -0.0062326785 	   -0.0030173924 	   -0.0014091236 	  -0.00063460948 	  -0.00067410243 	  -0.00049745054
339000 	       36.167559 	               0 	               0 	               0 	               0 	               0 	               0 	       36.279314 	   0.00016130844 	   0.00012433865 	   3.1923881e-05 	   4.3766729e-06 	   6.2572471e-07 	   4.3513557e-08 	               0 	   -0.0062284406 	   -0.0030140618 	   -0.0014078493 	  -0.00063434265 	  -0.00067423934 	  -0.00049794754
340000 	       35.617175 	               0 	               0 	               0 	               0 	               0 	               0 	       35.893205 	   0.00013059513 	   9.9792952e-05 	   2.6163024e-05 	   4.0624637e-06 	   5.3819437e-07 	   3.8498187e-08 	               0 	   -0.0061924243 	    -0.002998816 	   -0.0014002422 	   -0.0006303882 	  -0.00066932318 	  -0.00049365477
341000 	       35.867073 	               0 	               0 	               0 	               0 	               0 	               0 	       35.736966 	   0.00050772396 	   0.00038927763 	   0.00010059766 	   1.4377355e-05 	   3.1888169e-06 	    2.824957e-07 	               0 	   -0.0061969094 	   -0.0030017381 	   -0.0014014419 	  -0.00063074828 	  -0.00066945886 	  -0.00049352226
342000 	       36.310588 	               0 	               0 	               0 	               0 	               0 	               0 	       36.147266 	   1.5070137e-08 	    1.152712e-08 	   2.7927418e-09 	   7.0753926e-10 	   3.2753969e-11 	   9.9818046e-12 	               0 	   -0.0062134519 	   -0.0030103704 	   -0.0014053378 	  -0.00063235384 	  -0.00067095817 	  -0.00049443182
343000 	       35.570559 	               0 	               0 	               0 	               0 	               0 	               0 	        35.92861 	   0.00031832386 	   0.00025139579 	    5.888418e-05 	     6.24193e-06 	   1.6037594e-06 	   1.9819804e-07 	               0 	   -0.0061693709 	   -0.0029892055 	   -0.0013954093 	  -0.00062783761 	  -0.00066610742 	  -0.00049081113
344000 	       35.693514 	               0 	               0 	               0 	               0 	               0 	               0 	       35.541393 	   8.5325435e-05 	   6.6981375e-05 	    1.620264e-05 	   1.9382507e-06 	   1.9209785e-07 	    1.107097e-08 	               0 	    -0.006164645 	   -0.0029883728 	   -0.0013946986 	  -0.00062716731 	  -0.00066491859 	   -0.0004894877
345000 	       35.898632 	               0 	               0 	               0 	               0 	               0 	               0 	       35.814182 	    0.0001814639 	   0.00014445824 	    3.287694e-05 	   3.4540154e-06 	   6.2160752e-07 	   5.3097598e-08 	               0 	   -0.0061593086 	   -0.0029865407 	   -0.0013936764 	  -0.00062652587 	  -0.00066399137 	  -0.00048857419
346000 	       35.791427 	               0 	               0 	               0 	               0 	               0 	               0 	       35.834703 	   7.7392624e-05 	   5.9543446e-05 	   1.5217943e-05 	   2.3964513e-06 	   2.2390772e-07 	   1.0877078e-08 	               0 	   -0.0061515844 	     -0.00298421 	   -0.0013922756 	  -0.00062555559 	  -0.00066249974 	  -0.00048704342
347000 	       35.685294 	               0 	               0 	               0 	               0 	               0 	               0 	       35.736683 	   6.1123719e-05 	   4.8830427e-05 	   1.1032016e-05 	   1.1769341e-06 	   8.1244481e-08 	   3.0969375e-09 	               0 	   -0.0061412049 	    -0.002979388 	   -0.0013899776 	   -0.0006244712 	  -0.00066128233 	  -0.00048608578
348000 	       35.579156 	               0 	               0 	               0 	               0 	               0 	               0 	       35.610515 	   0.00017973894 	   0.00013944172 	   3.4770734e-05 	   4.7954945e-06 	   6.9193584e-07 	   3.9051032e-08 	               0 	   -0.0061231642 	   -0.0029721072 	   -0.0013862537 	   -0.0006224433 	  -0.00065865389 	   -0.0004837061
349000 	       35.471951 	               0 	               0 	               0 	               0 	               0 	               0 	       35.532918 	   7.0660202e-05 	    5.461244e-05 	   1.3772084e-05 	   2.0891016e-06 	   1.7821094e-07 	   8.3653038e-09 	               0 	   -0.0061204626 	   -0.0029700401 	    -0.001385456 	  -0.00062226667 	  -0.00065871516 	  -0.00048398457
350000 	       35.365817 	               0 	               0 	               0 	               0 	               0 	               0 	       35.450782 	   7.1547828e-05 	   5.6059859e-05 	   1.3465438e-05 	   1.8587162e-06 	   1.5539635e-07 	     8.41789e-09 	               0 	   -0.0061175313 	   -0.0029691512 	   -0.0013849232 	  -0.00062189892 	  -0.00065815116 	  -0.00048340682
351000 	       35.259681 	               0 	               0 	               0 	               0 	               0 	               0 	       35.244274 	   0.00010470508 	   8.4024997e-05 	   1.8621204e-05 	   1.8188177e-06 	   2.2716608e-07 	   1.2893477e-08 	               0 	   -0.0060943038 	   -0.0029596163 	   -0.0013800889 	  -0.00061930866 	  -0.00065484188 	  -0.00048044809
352000 	        35.21378 	               0 	               0 	               0 	               0 	               0 	               0 	        35.26366 	   6.9439262e-05 	    5.353112e-05 	   1.3660694e-05 	   2.0679944e-06 	   1.7163368e-07 	    7.819475e-09 	               0 	   -0.0060638137 	   -0.0029473024 	   -0.0013737921 	  -0.00061588156 	  -0.00065040349 	  -0.00047643413
353000 	       35.229199 	               0 	               0 	               0 	               0 	               0 	               0 	       35.181048 	   9.9327004e-05 	   7.8246562e-05 	   1.8737122e-05 	   2.1076495e-06 	   2.2301931e-07 	   1.2650852e-08 	               0 	   -0.0060576232 	   -0.0029452699 	   -0.0013726281 	  -0.00061512453 	  -0.00064928449 	  -0.00047531614
354000 	       35.243541 	               0 	               0 	               0 	               0 	               0 	               0 	       35.295615 	   0.00010415185 	   8.0048337e-05 	   2.0586972e-05 	     3.15356e-06 	   3.4357989e-07 	    1.939785e-08 	               0 	   -0.0060492005 	   -0.0029418865 	   -0.0013708929 	  -0.00061417524 	  -0.00064804992 	  -0.00047419604
355000 	        35.25896 	               0 	               0 	               0 	               0 	               0 	               0 	       35.264987 	    0.0011928666 	   0.00093074384 	   0.00022751626 	   2.5765672e-05 	   7.9343903e-06 	   9.0643992e-07 	               0 	   -0.0060280192 	   -0.0029337396 	   -0.0013666173 	  -0.00061174025 	  -0.00064477652 	  -0.00047114543
356000 	       35.274018 	               0 	               0 	               0 	               0 	               0 	               0 	       35.254936 	   8.9277008e-05 	   7.0125754e-05 	   1.6807248e-05 	   2.1224994e-06 	   2.0839036e-07 	   1.3116638e-08 	               0 	   -0.0060348203 	   -0.0029369335 	   -0.0013681316 	  -0.00061244641 	  -0.00064555831 	  -0.00047175053
357000 	       34.392673 	               0 	               0 	               0 	               0 	               0 	               0 	       34.733994 	   7.1487581e-05 	   5.6182198e-05 	   1.3342042e-05 	   1.8233032e-06 	   1.3533002e-07 	   4.7085412e-09 	               0 	   -0.0060150834 	   -0.0029254195 	   -0.0013631877 	  -0.00061069125 	  -0.00064433577 	  -0.00047144924
358000 	       34.563347 	               0 	               0 	               0 	               0 	               0 	               0 	        34.47635 	   8.5125333e-05 	    6.934798e-05 	   1.4389242e-05 	   1.2413134e-06 	   1.4086454e-07 	   5.9330047e-09 	               0 	   -0.0060163549 	   -0.0029264862 	   -0.0013635857 	   -0.0006107618 	  -0.00064426311 	  -0.00047125797
359000 	       34.730081 	               0 	               0 	               0 	               0 	               0 	               0 	       34.620187 	   0.00017188055 	   0.00013914892 	   2.9604385e-05 	   2.7055373e-06 	   4.1007163e-07 	   1.1644075e-08 	               0 	   -0.0060200405 	   -0.0029286277 	   -0.0013645069 	   -0.0006110907 	  -0.00064449542 	  -0.00047131977
360000 	       34.302332 	               0 	               0 	               0 	               0 	               0 	               0 	       34.538614 	   0.00026982869 	   0.00021313184 	   5.0190735e-05 	    5.485752e-06 	   9.7882741e-07 	   4.1539654e-08 	               0 	   -0.0059901738 	   -0.0029151918 	   -0.0013580013 	  -0.00060791247 	  -0.00064078763 	  -0.00046828063
361000 	       34.107619 	               0 	               0 	               0 	               0 	               0 	               0 	       34.080011 	   0.00011172662 	   8.8160625e-05 	   2.1018939e-05 	   2.3234588e-06 	   2.2129188e-07 	   2.3024191e-09 	               0 	   -0.0059707177 	    -0.002906721 	   -0.0013538322 	  -0.00060580503 	  -0.00063824092 	  -0.00046611852
362000 	       34.257141 	               0 	               0 	               0 	               0 	               0 	               0 	       34.214782 	   9.0158045e-08 	   6.5361475e-08 	   1.0647469e-08 	   1.4135752e-08 	   1.2992507e-11 	    3.570296e-13 	               0 	   -0.0059527941 	   -0.0028999766 	   -0.0013502501 	  -0.00060372435 	  -0.00063540125 	   -0.0004634418
363000 	       34.407732 	               0 	               0 	               0 	               0 	               0 	               0 	       34.346973 	     9.29129e-05 	   7.2410345e-05 	   1.7768966e-05 	   2.4967786e-06 	   2.2891898e-07 	   7.8911984e-09 	               0 	   -0.0060084917 	   -0.0029233751 	   -0.0013619773 	  -0.00060986926 	  -0.00064308838 	  -0.00047018165
364000 	         34.2557 	               0 	               0 	               0 	               0 	               0 	               0 	       34.175982 	   0.00018958092 	   0.00015367379 	   3.2407796e-05 	   3.0103385e-06 	   4.7303469e-07 	   1.5961096e-08 	               0 	   -0.0059968023 	   -0.0029174112 	   -0.0013592585 	  -0.00060871771 	  -0.00064196577 	  -0.00046944905
365000 	       34.434277 	               0 	               0 	               0 	               0 	               0 	               0 	       34.464249 	   0.00031818668 	   0.00025227313 	   5.8592117e-05 	   6.0884154e-06 	   1.1681151e-06 	   6.4906052e-08 	               0 	   -0.0060033499 	   -0.0029209951 	    -0.001360841 	  -0.00060933086 	  -0.00064248122 	  -0.00046970177
366000 	       34.137754 	               0 	               0 	               0 	               0 	               0 	               0 	       34.199604 	   0.00011069651 	   9.0309458e-05 	   1.8624696e-05 	   1.5795058e-06 	   1.7929988e-07 	   3.5508849e-09 	               0 	   -0.0059902268 	    -0.002914361 	   -0.0013578037 	  -0.00060803007 	  -0.00064119241 	  -0.00046883965
367000 	       33.969221 	               0 	               0 	               0 	               0 	               0 	               0 	       33.966764 	   0.00055208128 	   0.00043758744 	   0.00010177455 	   1.0297176e-05 	   2.3491173e-06 	   7.2997464e-08 	               0 	    -0.005970267 	   -0.0029055781 	   -0.0013535041 	  -0.00060588034 	  -0.00063862303 	  -0.00046668141
368000 	       34.005076 	               0 	               0 	               0 	               0 	               0 	               0 	       33.981825 	   0.00020807295 	   0.00016634509 	   3.7498792e-05 	   3.7075843e-06 	   5.1615377e-07 	   5.3317934e-09 	               0 	   -0.0059537947 	   -0.0028993451 	   -0.0013502038 	  -0.00060397294 	  -0.00063602951 	   -0.0004642433
369000 	       34.039856 	               0 	               0 	               0 	               0 	               0 	               0 	       34.008756 	   0.00016139338 	   0.00012645156 	   3.0608435e-05 	   3.8472427e-06 	   4.7190403e-07 	   1.4239246e-08 	               0 	   -0.0059602412 	   -0.0029028602 	   -0.0013517584 	  -0.00060457822 	  -0.00063654318 	  -0.00046450113
